invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,total_spent,year_month,age_group
I276546,C145908,Female,33,Clothing,1,300.08,Cash,07/06/2021,Cevahir AVM,300.08,2021-06,26-40
I117996,C914253,Female,53,Technology,5,5250,Cash,04/02/2022,Metrocity,26250,2022-02,41-60
I636077,C297853,Female,26,Clothing,2,600.16,Credit Card,07/07/2021,Mall of Istanbul,1200.32,2021-07,26-40
I184034,C955594,Male,46,Food & Beverage,5,26.15,Credit Card,08/10/2022,Istinye Park,130.75,2022-10,41-60
I414294,C130778,Male,56,Shoes,1,600.17,Credit Card,09/03/2022,Metropol AVM,600.17,2022-03,41-60
I859806,C516248,Female,33,Clothing,2,600.16,Credit Card,02/06/2022,Mall of Istanbul,1200.32,2022-06,26-40
I284174,C165423,Female,34,Clothing,2,600.16,Debit Card,10/12/2022,Emaar Square Mall,1200.32,2022-12,26-40
I105535,C302977,Female,22,Clothing,1,300.08,Cash,02/11/2023,Metropol AVM,300.08,2023-11,18-25
I309312,C247517,Female,23,Shoes,3,1800.51,Cash,03/11/2021,Kanyon,5401.53,2021-11,18-25
I330954,C113860,Male,69,Clothing,5,1500.4,Cash,03/05/2022,Mall of Istanbul,7502,2022-05,60+
I210546,C160021,Female,28,Food & Beverage,2,10.46,Cash,01/07/2021,Emaar Square Mall,20.92,2021-07,26-40
I391464,C538073,Female,69,Shoes,5,3000.85,Cash,02/07/2023,Metrocity,15004.25,2023-07,60+
I278446,C291791,Female,67,Food & Beverage,2,10.46,Credit Card,01/07/2021,Zorlu Center,20.92,2021-07,60+
I605509,C703012,Male,47,Shoes,2,1200.34,Debit Card,08/03/2021,Kanyon,2400.68,2021-03,41-60
I308254,C172126,Female,62,Cosmetics,3,121.98,Cash,04/02/2021,Metrocity,365.94,2021-02,60+
I404860,C335454,Male,28,Shoes,3,1800.51,Cash,01/08/2023,Forum Istanbul,5401.53,2023-08,26-40
I300758,C153426,Male,61,Food & Beverage,3,15.69,Debit Card,06/11/2021,Mall of Istanbul,47.07,2021-11,60+
I220649,C260480,Male,59,Clothing,2,600.16,Credit Card,01/11/2022,Kanyon,1200.32,2022-11,41-60
I714817,C334641,Female,56,Clothing,1,300.08,Debit Card,01/09/2022,Mall of Istanbul,300.08,2022-09,41-60
I256088,C173030,Female,68,Clothing,3,900.24,Cash,11/08/2022,Forum Istanbul,2700.72,2022-08,60+
I196223,C704104,Male,66,Shoes,3,1800.51,Debit Card,07/02/2022,Kanyon,5401.53,2022-02,60+
I691652,C208747,Female,40,Cosmetics,3,121.98,Credit Card,02/03/2023,Viaport Outlet,365.94,2023-03,26-40
I152889,C775629,Female,62,Food & Beverage,4,20.92,Cash,06/02/2022,Metropol AVM,83.68,2022-02,60+
I373330,C104118,Female,27,Clothing,4,1200.32,Debit Card,10/04/2022,Mall of Istanbul,4801.28,2022-04,26-40
I555309,C177765,Male,43,Books,5,75.75,Credit Card,07/11/2021,Forum Istanbul,378.75,2021-11,41-60
I287051,C323287,Male,41,Shoes,2,1200.34,Credit Card,11/02/2022,Mall of Istanbul,2400.68,2022-02,41-60
I263619,C224521,Male,38,Souvenir,5,58.65,Credit Card,08/02/2021,Mall of Istanbul,293.25,2021-02,26-40
I308628,C786140,Male,33,Toys,5,179.2,Credit Card,02/03/2022,Kanyon,896,2022-03,26-40
I249818,C756864,Female,44,Cosmetics,2,81.32,Credit Card,05/08/2022,Metrocity,162.64,2022-08,41-60
I916594,C193534,Male,33,Clothing,2,600.16,Cash,06/03/2022,Cevahir AVM,1200.32,2022-03,26-40
I217320,C291695,Female,52,Technology,3,3150,Cash,03/02/2023,Kanyon,9450,2023-02,41-60
I336913,C109984,Male,37,Clothing,5,1500.4,Credit Card,06/05/2021,Istinye Park,7502,2021-05,26-40
I847682,C109016,Female,20,Technology,4,4200,Credit Card,03/07/2022,Istinye Park,16800,2022-07,18-25
I251275,C299427,Male,53,Cosmetics,2,81.32,Cash,04/01/2022,Metrocity,162.64,2022-01,41-60
I964928,C255935,Male,56,Cosmetics,3,121.98,Cash,06/08/2021,Cevahir AVM,365.94,2021-08,41-60
I516024,C238006,Female,63,Souvenir,1,11.73,Credit Card,10/03/2021,Metrocity,11.73,2021-03,60+
I189637,C982133,Male,26,Souvenir,1,11.73,Debit Card,01/06/2022,Mall of Istanbul,11.73,2022-06,26-40
I209765,C234251,Female,43,Toys,2,71.68,Debit Card,02/04/2022,Kanyon,143.36,2022-04,41-60
I243221,C336113,Female,26,Toys,3,107.52,Cash,04/03/2021,Viaport Outlet,322.56,2021-03,26-40
I123516,C328601,Male,21,Clothing,2,600.16,Cash,03/01/2022,Mall of Istanbul,1200.32,2022-01,18-25
I229301,C200287,Male,30,Technology,2,2100,Cash,11/04/2022,Mall of Istanbul,4200,2022-04,26-40
I946318,C328837,Female,56,Cosmetics,1,40.66,Cash,06/09/2021,Forum Istanbul,40.66,2021-09,41-60
I172451,C143502,Male,22,Food & Beverage,3,15.69,Credit Card,01/09/2022,Mall of Istanbul,47.07,2022-09,18-25
I289138,C208830,Male,37,Souvenir,3,35.19,Cash,04/11/2021,Mall of Istanbul,105.57,2021-11,26-40
I125712,C129300,Female,23,Clothing,4,1200.32,Credit Card,08/01/2021,Mall of Istanbul,4801.28,2021-01,18-25
I196763,C244845,Female,61,Toys,4,143.36,Credit Card,03/03/2022,Metrocity,573.44,2022-03,60+
I518425,C126154,Male,21,Shoes,4,2400.68,Credit Card,02/09/2023,Mall of Istanbul,9602.72,2023-09,18-25
I252620,C295002,Male,68,Toys,3,107.52,Cash,01/07/2022,Mall of Istanbul,322.56,2022-07,60+
I297966,C256974,Female,18,Cosmetics,2,81.32,Debit Card,01/07/2023,Metropol AVM,162.64,2023-07,18-25
I269969,C534441,Male,21,Clothing,3,900.24,Debit Card,07/05/2021,Forum Istanbul,2700.72,2021-05,18-25
I119115,C136849,Male,28,Clothing,4,1200.32,Credit Card,01/05/2023,Metrocity,4801.28,2023-05,26-40
I205897,C257323,Male,69,Food & Beverage,4,20.92,Cash,03/09/2022,Mall of Istanbul,83.68,2022-09,60+
I176903,C279291,Male,62,Cosmetics,4,162.64,Cash,09/06/2022,Mall of Istanbul,650.56,2022-06,60+
I202181,C300194,Female,49,Shoes,4,2400.68,Credit Card,07/10/2021,Kanyon,9602.72,2021-10,41-60
I181761,C152747,Female,41,Shoes,3,1800.51,Debit Card,06/10/2021,Metropol AVM,5401.53,2021-10,41-60
I310024,C115359,Female,67,Clothing,3,900.24,Debit Card,12/02/2021,Zorlu Center,2700.72,2021-02,60+
I142598,C323599,Male,61,Cosmetics,5,203.3,Cash,06/04/2022,Metrocity,1016.5,2022-04,60+
I229078,C209857,Male,33,Food & Beverage,3,15.69,Cash,06/02/2022,Emaar Square Mall,47.07,2022-02,26-40
I209432,C104556,Male,44,Clothing,5,1500.4,Debit Card,07/03/2021,Kanyon,7502,2021-03,41-60
I169690,C270399,Female,34,Cosmetics,1,40.66,Cash,01/08/2022,Forum Istanbul,40.66,2022-08,26-40
I288357,C600008,Female,32,Souvenir,4,46.92,Credit Card,06/11/2021,Kanyon,187.68,2021-11,26-40
I228458,C218439,Female,30,Cosmetics,5,203.3,Cash,03/05/2023,Forum Istanbul,1016.5,2023-05,26-40
I174581,C277110,Male,52,Cosmetics,5,203.3,Cash,03/08/2022,Zorlu Center,1016.5,2022-08,41-60
I306911,C211710,Male,41,Food & Beverage,4,20.92,Cash,10/02/2022,Viaport Outlet,83.68,2022-02,41-60
I271908,C128378,Female,43,Food & Beverage,5,26.15,Cash,06/08/2021,Mall of Istanbul,130.75,2021-08,41-60
I661062,C324948,Female,25,Clothing,3,900.24,Credit Card,10/10/2022,Forum Istanbul,2700.72,2022-10,18-25
I139713,C231350,Male,59,Clothing,1,300.08,Credit Card,12/03/2021,Metropol AVM,300.08,2021-03,41-60
I627244,C319449,Male,22,Clothing,1,300.08,Credit Card,02/12/2023,Kanyon,300.08,2023-12,18-25
I229396,C153014,Female,20,Clothing,4,1200.32,Credit Card,02/03/2023,Istinye Park,4801.28,2023-03,18-25
I201585,C147830,Female,63,Technology,4,4200,Debit Card,10/08/2021,Forum Istanbul,16800,2021-08,60+
I816582,C645766,Female,22,Cosmetics,4,162.64,Cash,01/11/2023,Forum Istanbul,650.56,2023-11,18-25
I296917,C135012,Male,64,Clothing,4,1200.32,Credit Card,07/02/2022,Metrocity,4801.28,2022-02,60+
I806765,C196953,Female,41,Clothing,5,1500.4,Cash,08/03/2021,Mall of Istanbul,7502,2021-03,41-60
I308023,C137785,Male,55,Clothing,3,900.24,Credit Card,01/02/2023,Mall of Istanbul,2700.72,2023-02,41-60
I144289,C319260,Male,39,Food & Beverage,2,10.46,Credit Card,07/04/2021,Zorlu Center,20.92,2021-04,26-40
I757940,C326538,Female,47,Clothing,5,1500.4,Debit Card,07/07/2021,Istinye Park,7502,2021-07,41-60
I289179,C138631,Male,51,Clothing,5,1500.4,Credit Card,01/02/2021,Zorlu Center,7502,2021-02,41-60
I874410,C599159,Female,42,Cosmetics,4,162.64,Cash,02/02/2023,Metrocity,650.56,2023-02,41-60
I899723,C184709,Female,49,Toys,1,35.84,Credit Card,11/03/2022,Cevahir AVM,35.84,2022-03,41-60
I214393,C630432,Male,42,Clothing,5,1500.4,Credit Card,11/02/2022,Mall of Istanbul,7502,2022-02,41-60
I625326,C205287,Female,23,Clothing,4,1200.32,Cash,03/03/2023,Metrocity,4801.28,2023-03,18-25
I107113,C244097,Male,38,Shoes,1,600.17,Credit Card,06/08/2022,Emaar Square Mall,600.17,2022-08,26-40
I102225,C890104,Female,43,Food & Beverage,4,20.92,Credit Card,01/12/2022,Metrocity,83.68,2022-12,41-60
I232097,C233091,Female,62,Clothing,3,900.24,Debit Card,07/02/2022,Istinye Park,2700.72,2022-02,60+
I886006,C178445,Female,23,Clothing,2,600.16,Debit Card,02/02/2023,Istinye Park,1200.32,2023-02,18-25
I240104,C266739,Female,26,Shoes,4,2400.68,Credit Card,03/12/2022,Zorlu Center,9602.72,2022-12,26-40
I175403,C275327,Male,55,Souvenir,5,58.65,Cash,01/01/2022,Istinye Park,293.25,2022-01,41-60
I392030,C273769,Male,53,Cosmetics,4,162.64,Cash,11/10/2021,Kanyon,650.56,2021-10,41-60
I311834,C990499,Female,50,Cosmetics,2,81.32,Cash,01/11/2021,Kanyon,162.64,2021-11,41-60
I256896,C500999,Male,26,Food & Beverage,1,5.23,Cash,01/11/2021,Metropol AVM,5.23,2021-11,26-40
I251479,C171026,Male,66,Food & Beverage,5,26.15,Credit Card,01/09/2023,Metropol AVM,130.75,2023-09,60+
I312819,C214250,Male,54,Clothing,1,300.08,Credit Card,02/07/2021,Cevahir AVM,300.08,2021-07,41-60
I141415,C258520,Male,41,Toys,5,179.2,Cash,12/10/2022,Cevahir AVM,896,2022-10,41-60
I276805,C262080,Male,52,Clothing,2,600.16,Cash,11/10/2022,Mall of Istanbul,1200.32,2022-10,41-60
I126935,C326819,Female,28,Toys,2,71.68,Credit Card,03/05/2021,Metrocity,143.36,2021-05,26-40
I212543,C205733,Male,23,Clothing,3,900.24,Debit Card,10/05/2022,Zorlu Center,2700.72,2022-05,18-25
I285527,C329094,Female,67,Clothing,1,300.08,Debit Card,07/01/2021,Istinye Park,300.08,2021-01,60+
I159198,C267157,Male,62,Cosmetics,2,81.32,Debit Card,06/07/2021,Emaar Square Mall,162.64,2021-07,60+
I189648,C193834,Male,40,Books,3,45.45,Debit Card,12/09/2022,Mall of Istanbul,136.35,2022-09,26-40
I184607,C272259,Male,35,Souvenir,4,46.92,Credit Card,12/05/2021,Mall of Istanbul,187.68,2021-05,26-40
I279833,C232896,Male,65,Clothing,2,600.16,Credit Card,04/02/2022,Mall of Istanbul,1200.32,2022-02,60+
I277319,C298285,Female,27,Shoes,1,600.17,Cash,03/09/2021,Emaar Square Mall,600.17,2021-09,26-40
I606095,C105021,Female,20,Clothing,3,900.24,Cash,05/09/2021,Zorlu Center,2700.72,2021-09,18-25
I119412,C335053,Male,39,Toys,3,107.52,Credit Card,08/06/2022,Zorlu Center,322.56,2022-06,26-40
I916187,C336057,Female,26,Clothing,5,1500.4,Cash,04/12/2021,Metropol AVM,7502,2021-12,26-40
I162367,C280755,Female,50,Clothing,2,600.16,Cash,06/09/2021,Mall of Istanbul,1200.32,2021-09,41-60
I168050,C421946,Male,24,Food & Beverage,4,20.92,Cash,04/02/2022,Viaport Outlet,83.68,2022-02,18-25
I508355,C306620,Male,18,Clothing,1,300.08,Credit Card,12/08/2022,Mall of Istanbul,300.08,2022-08,18-25
I169815,C152215,Female,59,Shoes,5,3000.85,Cash,02/12/2021,Metrocity,15004.25,2021-12,41-60
I290046,C289204,Male,22,Souvenir,1,11.73,Credit Card,03/06/2023,Metropol AVM,11.73,2023-06,18-25
I207475,C272425,Female,52,Toys,4,143.36,Credit Card,06/09/2022,Viaport Outlet,573.44,2022-09,41-60
I258400,C291651,Male,27,Food & Beverage,4,20.92,Debit Card,12/05/2021,Kanyon,83.68,2021-05,26-40
I131325,C113841,Female,18,Cosmetics,3,121.98,Debit Card,08/12/2022,Metropol AVM,365.94,2022-12,18-25
I173344,C157499,Female,28,Cosmetics,3,121.98,Credit Card,12/05/2021,Mall of Istanbul,365.94,2021-05,26-40
I376443,C114597,Female,49,Food & Beverage,1,5.23,Credit Card,04/08/2022,Forum Istanbul,5.23,2022-08,41-60
I269642,C163263,Female,31,Clothing,2,600.16,Cash,10/11/2021,Cevahir AVM,1200.32,2021-11,26-40
I161029,C642637,Male,57,Souvenir,3,35.19,Debit Card,03/09/2022,Cevahir AVM,105.57,2022-09,41-60
I787084,C132482,Female,51,Shoes,2,1200.34,Cash,12/08/2021,Metrocity,2400.68,2021-08,41-60
I263431,C874788,Female,58,Clothing,1,300.08,Cash,02/10/2021,Mall of Istanbul,300.08,2021-10,41-60
I281619,C236791,Male,49,Clothing,4,1200.32,Debit Card,04/10/2021,Metrocity,4801.28,2021-10,41-60
I130407,C255588,Male,51,Souvenir,3,35.19,Cash,05/05/2021,Istinye Park,105.57,2021-05,41-60
I794706,C257924,Female,56,Clothing,2,600.16,Cash,02/07/2023,Mall of Istanbul,1200.32,2023-07,41-60
I787559,C243768,Male,36,Toys,4,143.36,Credit Card,06/03/2021,Kanyon,573.44,2021-03,26-40
I111303,C144073,Male,20,Toys,1,35.84,Cash,06/01/2021,Metropol AVM,35.84,2021-01,18-25
I636373,C145714,Female,31,Clothing,2,600.16,Cash,08/09/2021,Mall of Istanbul,1200.32,2021-09,26-40
I249316,C879245,Male,36,Cosmetics,5,203.3,Credit Card,10/02/2022,Kanyon,1016.5,2022-02,26-40
I161933,C199307,Female,40,Food & Beverage,1,5.23,Debit Card,01/06/2022,Mall of Istanbul,5.23,2022-06,26-40
I314240,C629308,Female,43,Food & Beverage,5,26.15,Credit Card,06/07/2022,Kanyon,130.75,2022-07,41-60
I265888,C163873,Female,48,Cosmetics,4,162.64,Credit Card,02/06/2023,Zorlu Center,650.56,2023-06,41-60
I267261,C297416,Male,63,Cosmetics,5,203.3,Cash,08/07/2022,Mall of Istanbul,1016.5,2022-07,60+
I242018,C215363,Female,68,Clothing,3,900.24,Debit Card,02/01/2023,Kanyon,2700.72,2023-01,60+
I162435,C201383,Female,69,Souvenir,4,46.92,Cash,10/11/2021,Viaport Outlet,187.68,2021-11,60+
I109105,C170783,Female,35,Books,1,15.15,Cash,04/08/2022,Kanyon,15.15,2022-08,26-40
I319052,C252731,Male,21,Clothing,3,900.24,Cash,12/03/2022,Kanyon,2700.72,2022-03,18-25
I191530,C320609,Female,30,Clothing,4,1200.32,Credit Card,09/10/2022,Kanyon,4801.28,2022-10,26-40
I100267,C299948,Female,57,Cosmetics,4,162.64,Debit Card,12/11/2022,Kanyon,650.56,2022-11,41-60
I144544,C154127,Female,46,Books,5,75.75,Credit Card,04/06/2021,Forum Istanbul,378.75,2021-06,41-60
I302070,C578488,Male,68,Cosmetics,5,203.3,Cash,05/01/2021,Zorlu Center,1016.5,2021-01,60+
I264342,C323806,Female,67,Souvenir,5,58.65,Credit Card,01/02/2023,Istinye Park,293.25,2023-02,60+
I647680,C202706,Female,67,Shoes,2,1200.34,Credit Card,08/10/2022,Metrocity,2400.68,2022-10,60+
I195877,C133888,Male,47,Clothing,2,600.16,Debit Card,02/05/2022,Emaar Square Mall,1200.32,2022-05,41-60
I145723,C191442,Male,32,Clothing,1,300.08,Cash,03/04/2022,Mall of Istanbul,300.08,2022-04,26-40
I267695,C107828,Female,54,Clothing,3,900.24,Cash,09/10/2021,Metrocity,2700.72,2021-10,41-60
I195176,C296983,Female,57,Cosmetics,5,203.3,Credit Card,02/10/2022,Metrocity,1016.5,2022-10,41-60
I134539,C279666,Female,26,Souvenir,2,23.46,Debit Card,12/04/2022,Cevahir AVM,46.92,2022-04,26-40
I208217,C327266,Female,33,Books,5,75.75,Debit Card,03/12/2022,Metrocity,378.75,2022-12,26-40
I128073,C160911,Female,27,Shoes,3,1800.51,Credit Card,09/10/2021,Istinye Park,5401.53,2021-10,26-40
I240540,C133615,Female,38,Clothing,4,1200.32,Cash,08/11/2021,Mall of Istanbul,4801.28,2021-11,26-40
I425732,C263306,Male,24,Food & Beverage,5,26.15,Cash,01/02/2021,Mall of Istanbul,130.75,2021-02,18-25
I217617,C274657,Male,59,Books,3,45.45,Credit Card,07/08/2022,Kanyon,136.35,2022-08,41-60
I265808,C299320,Female,63,Cosmetics,5,203.3,Cash,03/01/2022,Mall of Istanbul,1016.5,2022-01,60+
I141515,C113081,Male,54,Cosmetics,4,162.64,Cash,01/10/2021,Mall of Istanbul,650.56,2021-10,41-60
I206837,C602206,Female,66,Shoes,5,3000.85,Credit Card,01/10/2023,Mall of Istanbul,15004.25,2023-10,60+
I253170,C303814,Male,24,Cosmetics,4,162.64,Credit Card,03/01/2023,Metrocity,650.56,2023-01,18-25
I197656,C897097,Female,55,Food & Beverage,4,20.92,Credit Card,08/12/2022,Metropol AVM,83.68,2022-12,41-60
I161752,C825076,Female,56,Clothing,3,900.24,Credit Card,02/05/2021,Metrocity,2700.72,2021-05,41-60
I113648,C720968,Female,40,Cosmetics,1,40.66,Debit Card,08/07/2021,Emaar Square Mall,40.66,2021-07,26-40
I663361,C213311,Male,36,Clothing,2,600.16,Debit Card,03/02/2022,Metropol AVM,1200.32,2022-02,26-40
I171288,C338863,Female,60,Clothing,1,300.08,Cash,01/07/2023,Forum Istanbul,300.08,2023-07,41-60
I895477,C241214,Female,30,Shoes,4,2400.68,Debit Card,02/11/2022,Zorlu Center,9602.72,2022-11,26-40
I242772,C351742,Female,43,Toys,4,143.36,Debit Card,03/03/2021,Viaport Outlet,573.44,2021-03,41-60
I168442,C142000,Female,50,Shoes,5,3000.85,Credit Card,10/11/2022,Cevahir AVM,15004.25,2022-11,41-60
I114910,C339420,Female,51,Toys,4,143.36,Debit Card,10/10/2021,Emaar Square Mall,573.44,2021-10,41-60
I179875,C255475,Female,18,Books,5,75.75,Credit Card,02/08/2021,Istinye Park,378.75,2021-08,18-25
I247034,C160000,Male,58,Toys,4,143.36,Credit Card,02/05/2021,Metropol AVM,573.44,2021-05,41-60
I365320,C293420,Male,20,Toys,4,143.36,Cash,08/09/2021,Mall of Istanbul,573.44,2021-09,18-25
I130625,C162201,Male,58,Food & Beverage,5,26.15,Credit Card,01/02/2021,Mall of Istanbul,130.75,2021-02,41-60
I311906,C212262,Female,41,Books,5,75.75,Cash,06/05/2021,Mall of Istanbul,378.75,2021-05,41-60
I145174,C297501,Male,19,Clothing,3,900.24,Cash,02/03/2022,Mall of Istanbul,2700.72,2022-03,18-25
I203310,C317384,Female,43,Shoes,5,3000.85,Debit Card,08/05/2021,Mall of Istanbul,15004.25,2021-05,41-60
I313082,C383274,Female,49,Books,3,45.45,Cash,02/06/2021,Mall of Istanbul,136.35,2021-06,41-60
I125589,C284449,Male,24,Food & Beverage,1,5.23,Cash,11/03/2022,Istinye Park,5.23,2022-03,18-25
I460738,C334312,Female,66,Food & Beverage,3,15.69,Credit Card,08/08/2022,Metrocity,47.07,2022-08,60+
I327209,C186243,Male,63,Clothing,5,1500.4,Debit Card,01/02/2022,Metropol AVM,7502,2022-02,60+
I298447,C109965,Female,20,Cosmetics,1,40.66,Debit Card,12/08/2022,Kanyon,40.66,2022-08,18-25
I267984,C245950,Male,55,Food & Beverage,3,15.69,Credit Card,05/05/2021,Metrocity,47.07,2021-05,41-60
I161662,C278444,Female,66,Cosmetics,1,40.66,Credit Card,11/11/2022,Metropol AVM,40.66,2022-11,60+
I111682,C298536,Female,25,Clothing,4,1200.32,Debit Card,02/08/2021,Viaport Outlet,4801.28,2021-08,18-25
I232434,C752009,Female,39,Clothing,5,1500.4,Debit Card,02/01/2021,Mall of Istanbul,7502,2021-01,26-40
I717610,C330323,Female,42,Souvenir,5,58.65,Credit Card,05/03/2021,Istinye Park,293.25,2021-03,41-60
I192130,C290655,Male,34,Clothing,3,900.24,Credit Card,04/10/2022,Mall of Istanbul,2700.72,2022-10,26-40
I154944,C245998,Male,62,Cosmetics,4,162.64,Cash,01/07/2021,Mall of Istanbul,650.56,2021-07,60+
I413783,C913722,Male,23,Clothing,5,1500.4,Debit Card,02/04/2023,Kanyon,7502,2023-04,18-25
I239331,C303379,Male,67,Clothing,4,1200.32,Cash,08/01/2021,Viaport Outlet,4801.28,2021-01,60+
I257850,C323421,Male,33,Clothing,4,1200.32,Credit Card,07/08/2021,Istinye Park,4801.28,2021-08,26-40
I146390,C319015,Male,34,Food & Beverage,1,5.23,Cash,06/09/2021,Mall of Istanbul,5.23,2021-09,26-40
I784897,C134845,Male,46,Technology,5,5250,Credit Card,09/04/2022,Kanyon,26250,2022-04,41-60
I192996,C189261,Male,27,Food & Beverage,2,10.46,Credit Card,10/11/2022,Kanyon,20.92,2022-11,26-40
I284347,C675820,Female,38,Cosmetics,5,203.3,Cash,08/03/2021,Istinye Park,1016.5,2021-03,26-40
I301013,C658390,Male,68,Clothing,3,900.24,Credit Card,02/02/2022,Kanyon,2700.72,2022-02,60+
I158429,C678813,Male,53,Cosmetics,3,121.98,Credit Card,06/08/2021,Cevahir AVM,365.94,2021-08,41-60
I174772,C257135,Male,21,Food & Beverage,5,26.15,Debit Card,11/11/2022,Metrocity,130.75,2022-11,18-25
I239174,C238089,Male,55,Toys,4,143.36,Cash,02/06/2021,Mall of Istanbul,573.44,2021-06,41-60
I235902,C233864,Male,30,Clothing,4,1200.32,Cash,11/05/2021,Mall of Istanbul,4801.28,2021-05,26-40
I677741,C198174,Male,33,Cosmetics,1,40.66,Credit Card,08/02/2021,Metropol AVM,40.66,2021-02,26-40
I331394,C869755,Female,30,Clothing,4,1200.32,Cash,08/07/2021,Istinye Park,4801.28,2021-07,26-40
I139008,C234705,Female,50,Toys,2,71.68,Debit Card,02/09/2021,Metropol AVM,143.36,2021-09,41-60
I212031,C213515,Female,65,Food & Beverage,3,15.69,Cash,10/07/2021,Emaar Square Mall,47.07,2021-07,60+
I274091,C125118,Female,66,Clothing,1,300.08,Credit Card,11/07/2022,Zorlu Center,300.08,2022-07,60+
I208172,C152313,Male,24,Clothing,1,300.08,Credit Card,02/07/2022,Kanyon,300.08,2022-07,18-25
I184093,C302635,Female,37,Toys,1,35.84,Cash,10/09/2021,Forum Istanbul,35.84,2021-09,26-40
I296159,C119260,Female,60,Clothing,5,1500.4,Debit Card,12/02/2022,Kanyon,7502,2022-02,41-60
I253571,C397320,Male,33,Clothing,3,900.24,Debit Card,02/08/2022,Forum Istanbul,2700.72,2022-08,26-40
I848825,C239244,Female,48,Clothing,5,1500.4,Credit Card,01/07/2023,Metrocity,7502,2023-07,41-60
I331715,C222390,Male,52,Books,3,45.45,Credit Card,05/09/2022,Zorlu Center,136.35,2022-09,41-60
I361396,C125777,Female,51,Clothing,1,300.08,Debit Card,11/01/2021,Kanyon,300.08,2021-01,41-60
I221972,C265463,Male,55,Clothing,5,1500.4,Cash,12/08/2022,Mall of Istanbul,7502,2022-08,41-60
I165707,C290015,Male,43,Cosmetics,1,40.66,Cash,08/04/2021,Emaar Square Mall,40.66,2021-04,41-60
I301618,C266145,Male,42,Toys,5,179.2,Debit Card,11/09/2022,Mall of Istanbul,896,2022-09,41-60
I199128,C371115,Male,67,Food & Beverage,5,26.15,Cash,01/02/2021,Metrocity,130.75,2021-02,60+
I177755,C308675,Male,25,Clothing,5,1500.4,Credit Card,01/05/2022,Mall of Istanbul,7502,2022-05,18-25
I323005,C212529,Female,19,Food & Beverage,5,26.15,Cash,07/05/2021,Metropol AVM,130.75,2021-05,18-25
I270477,C323241,Male,50,Food & Beverage,1,5.23,Credit Card,03/05/2023,Emaar Square Mall,5.23,2023-05,41-60
I183596,C751363,Female,55,Shoes,2,1200.34,Credit Card,06/03/2022,Kanyon,2400.68,2022-03,41-60
I325352,C195271,Male,19,Shoes,5,3000.85,Cash,07/01/2022,Viaport Outlet,15004.25,2022-01,18-25
I100628,C135129,Male,25,Clothing,1,300.08,Cash,04/09/2022,Viaport Outlet,300.08,2022-09,18-25
I130572,C583283,Female,30,Shoes,4,2400.68,Credit Card,07/10/2021,Mall of Istanbul,9602.72,2021-10,26-40
I399188,C981455,Female,23,Cosmetics,4,162.64,Credit Card,02/11/2021,Istinye Park,650.56,2021-11,18-25
I277414,C300872,Female,38,Clothing,5,1500.4,Cash,10/03/2022,Kanyon,7502,2022-03,26-40
I155681,C595776,Female,42,Food & Beverage,4,20.92,Cash,03/01/2021,Cevahir AVM,83.68,2021-01,41-60
I216436,C174342,Female,27,Books,3,45.45,Cash,05/03/2022,Mall of Istanbul,136.35,2022-03,26-40
